dt,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3
2020-12-07 08:00:00,1,514.03,0.1,13.71,30.76,20.27,9.58,10.19,0.17
2020-12-07 09:00:00,1,567.44,0.09,15.08,27.18,20.03,9.09,9.72,0.36
2020-12-07 10:00:00,2,1228.33,2.96,32.56,7.42,17.41,16.44,18.44,2.22
2020-12-07 11:00:00,4,2109.53,17.21,40.1,0.03,18.84,30.22,34.61,5.64
2020-12-07 12:00:00,4,2563.48,29.95,39.76,0.0,23.37,43.57,50.53,10.13
2020-12-07 13:00:00,5,2643.59,35.32,38.04,0.0,25.51,52.8,61.91,13.81
2020-12-07 14:00:00,5,2376.56,33.53,33.59,0.0,19.07,55.48,65.53,10.89
2020-12-07 15:00:00,4,1762.39,24.59,28.1,0.0,10.61,48.25,57.13,4.37
2020-12-07 16:00:00,4,881.2,6.65,25.36,0.1,6.44,30.98,34.85,0.78
2020-12-07 17:00:00,4,554.09,1.34,19.88,0.56,5.07,25.02,27.04,0.4
2020-12-07 18:00:00,3,427.25,0.33,13.88,2.01,4.59,22.63,23.88,0.19
2020-12-07 19:00:00,3,387.19,0.05,9.25,6.26,4.47,20.68,21.44,0.0
2020-12-07 20:00:00,2,367.17,0.06,6.17,5.32,3.67,17.34,18.02,0.0
2020-12-07 21:00:00,2,360.49,0.1,5.27,4.34,3.64,13.96,14.69,0.16
2020-12-07 22:00:00,2,370.5,0.24,6.26,3.53,4.53,11.84,12.73,0.54
2020-12-07 23:00:00,2,447.27,1.17,9.17,1.81,6.08,12.65,14.08,0.89
2020-12-08 00:00:00,2,507.36,2.52,11.65,3.58,7.63,13.75,15.65,0.95
2020-12-08 01:00:00,2,440.6,1.24,11.82,13.05,10.85,10.17,11.38,0.65
2020-12-08 02:00:00,1,440.6,0.88,13.02,23.6,14.9,9.74,10.85,0.75
2020-12-08 03:00:00,2,453.95,0.75,14.22,36.84,19.79,10.25,11.36,0.82
2020-12-08 04:00:00,1,440.6,0.57,13.2,50.07,23.6,9.9,10.8,0.58
2020-12-08 05:00:00,2,480.65,0.48,13.88,59.37,26.7,11.5,12.36,0.51
2020-12-08 06:00:00,2,520.71,0.4,13.37,57.94,25.51,12.17,12.96,0.44
2020-12-08 07:00:00,2,540.73,0.35,13.02,52.21,22.65,11.9,12.6,0.38
2020-12-08 08:00:00,2,554.09,0.29,13.88,47.92,21.46,11.7,12.35,0.34
2020-12-08 09:00:00,2,574.11,0.18,14.91,43.27,20.03,11.71,12.36,0.27
2020-12-08 10:00:00,2,734.33,0.05,19.54,33.62,15.74,13.49,14.54,0.71
2020-12-08 11:00:00,2,907.9,0.02,26.05,20.56,12.28,17.1,19.04,1.33
2020-12-08 12:00:00,2,867.84,0.17,26.05,10.82,10.13,19.29,22.13,1.55
2020-12-08 13:00:00,2,707.63,0.33,20.39,6.26,7.75,18.69,21.87,1.49
2020-12-08 14:00:00,2,554.09,0.37,14.57,4.6,5.96,16.4,19.49,1.38
2020-12-08 15:00:00,2,440.6,0.35,10.63,4.02,4.71,13.38,15.97,1.09
2020-12-08 16:00:00,1,347.14,0.21,7.28,4.25,3.61,9.76,11.39,0.64
2020-12-08 17:00:00,1,303.75,0.11,5.36,4.43,3.28,7.71,8.88,0.51
2020-12-08 18:00:00,1,283.72,0.08,4.67,4.25,3.58,6.67,7.57,0.47
2020-12-08 19:00:00,1,273.71,0.08,3.94,3.84,3.43,5.71,6.43,0.4
2020-12-08 20:00:00,1,260.35,0.09,3.04,3.26,2.83,4.63,5.25,0.34
2020-12-08 21:00:00,1,263.69,0.1,2.74,3.26,2.47,3.83,4.35,0.29
2020-12-08 22:00:00,1,297.07,0.1,3.6,4.38,2.8,3.81,4.31,0.31
2020-12-08 23:00:00,1,367.17,0.2,5.83,5.54,3.76,4.83,5.62,0.49
2020-12-09 00:00:00,1,427.25,0.5,7.88,9.39,5.01,5.78,6.89,0.59
2020-12-09 01:00:00,1,460.63,0.5,7.88,27.9,7.09,6.13,7.19,0.55
2020-12-09 02:00:00,1,467.3,0.49,8.57,41.13,10.25,6.13,7.29,0.77
2020-12-09 03:00:00,1,480.65,0.52,10.37,55.08,15.02,6.29,7.41,1.05
2020-12-09 04:00:00,1,427.25,0.45,7.97,58.65,14.78,5.04,5.82,0.73
2020-12-09 05:00:00,1,417.23,0.4,7.63,61.51,15.02,5.01,5.68,0.67
2020-12-09 06:00:00,1,447.27,0.4,8.31,70.81,16.93,6.15,6.86,0.7
2020-12-09 07:00:00,2,500.68,0.43,10.03,84.4,20.5,8.31,9.15,0.78
2020-12-09 08:00:00,2,574.11,0.5,12.51,98.71,24.8,11.51,12.48,0.89
2020-12-09 09:00:00,2,660.9,0.48,14.57,100.14,26.46,13.96,14.93,0.86
2020-12-09 10:00:00,2,841.14,0.18,19.02,75.1,20.98,15.71,16.94,1.24
2020-12-09 11:00:00,2,988.01,0.0,21.76,49.35,13.59,17.51,19.43,1.65
2020-12-09 12:00:00,2,947.95,0.0,20.22,34.33,9.3,17.9,20.67,1.73
2020-12-09 13:00:00,2,774.38,0.0,14.57,26.46,6.32,15.82,19.12,1.55
2020-12-09 14:00:00,2,620.84,0.01,10.2,21.28,4.65,13.03,16.24,1.28
2020-12-09 15:00:00,2,527.38,0.02,7.88,17.88,3.82,10.48,13.04,0.93
2020-12-09 16:00:00,1,447.27,0.01,6.43,16.81,3.25,8.6,10.29,0.57
2020-12-09 17:00:00,1,403.88,0.01,5.66,16.45,3.1,8.26,9.45,0.52
2020-12-09 18:00:00,1,383.85,0.01,5.23,15.91,3.19,8.66,9.64,0.55
2020-12-09 19:00:00,1,377.18,0.01,4.84,15.38,3.07,8.95,9.92,0.52
2020-12-09 20:00:00,1,377.18,0.01,4.46,16.09,2.98,9.15,10.14,0.45
2020-12-09 21:00:00,1,387.19,0.01,4.41,18.06,3.22,9.6,10.58,0.35
2020-12-09 22:00:00,2,407.22,0.0,5.48,21.99,4.53,10.41,11.26,0.28
2020-12-09 23:00:00,2,453.95,0.05,7.63,19.49,5.78,11.07,12.17,0.55
2020-12-10 00:00:00,2,494.0,0.37,9.6,18.24,7.09,11.02,12.44,0.69
2020-12-10 01:00:00,1,453.95,0.59,9.34,26.82,9.3,9.39,10.52,0.55
2020-12-10 02:00:00,1,440.6,0.72,9.43,36.84,11.92,9.1,10.1,0.62
2020-12-10 03:00:00,1,440.6,0.71,9.68,52.21,15.5,9.66,10.6,0.67
2020-12-10 04:00:00,2,447.27,0.59,9.6,69.38,18.84,10.11,10.93,0.59
2020-12-10 05:00:00,2,487.33,0.5,9.94,80.82,22.17,11.26,12.02,0.51
2020-12-10 06:00:00,2,514.03,0.4,8.91,82.97,21.22,11.98,12.71,0.39
2020-12-10 07:00:00,2,634.19,0.46,11.31,79.39,17.17,13.64,14.64,0.88
2020-12-10 08:00:00,2,894.55,0.57,18.34,76.53,16.93,17.93,19.34,1.41
2020-12-10 09:00:00,3,1108.17,0.52,27.42,66.52,17.17,21.31,23.11,1.54
2020-12-10 10:00:00,3,1134.87,0.16,31.53,46.49,13.95,21.37,23.67,1.74
2020-12-10 11:00:00,3,1028.06,0.01,30.5,25.03,10.49,20.43,23.53,1.93
2020-12-10 12:00:00,2,807.76,0.09,25.02,13.23,7.39,18.22,22.07,1.82
2020-12-10 13:00:00,2,627.52,0.2,18.34,8.23,5.6,15.4,19.42,1.62
2020-12-10 14:00:00,2,520.71,0.24,13.37,6.53,4.71,12.71,16.38,1.39
2020-12-10 15:00:00,1,453.95,0.14,10.11,8.05,3.99,9.94,12.85,1.01
2020-12-10 16:00:00,1,410.56,0.01,7.11,18.24,3.52,7.86,9.88,0.55
2020-12-10 17:00:00,1,410.56,0.0,5.66,24.32,3.52,7.92,9.45,0.46
2020-12-10 18:00:00,1,420.57,0.0,5.18,27.54,3.93,8.89,10.14,0.46
2020-12-10 19:00:00,1,413.9,0.0,4.88,24.68,3.87,9.34,10.68,0.58
2020-12-10 20:00:00,1,397.21,0.0,4.97,17.35,3.79,9.4,10.93,0.76
2020-12-10 21:00:00,2,403.88,0.01,5.91,11.8,4.29,10.01,11.68,0.9
2020-12-10 22:00:00,2,467.3,0.07,8.05,8.49,5.25,11.88,13.55,0.98
2020-12-10 23:00:00,2,620.84,0.85,12.0,3.93,6.74,14.91,16.9,1.31
2020-12-11 00:00:00,2,801.09,3.69,14.91,2.62,8.46,17.07,19.55,1.57
2020-12-11 01:00:00,2,640.87,1.44,16.11,15.74,14.66,13.88,15.43,0.74
2020-12-11 02:00:00,2,574.11,1.05,14.91,34.69,17.41,12.91,14.31,0.74
2020-12-11 03:00:00,2,514.03,0.79,12.68,57.94,18.36,12.14,13.45,0.74
2020-12-11 04:00:00,1,417.23,0.48,8.23,62.23,14.78,8.74,9.62,0.43
2020-12-11 05:00:00,1,413.9,0.4,8.4,60.8,15.5,7.62,8.35,0.46
2020-12-11 06:00:00,1,460.63,0.34,9.43,65.09,18.36,8.46,9.23,0.49
2020-12-11 07:00:00,2,520.71,0.33,11.14,73.67,21.46,10.69,11.58,0.52
2020-12-11 08:00:00,2,594.14,0.4,14.4,80.82,24.32,13.61,14.65,0.61
2020-12-11 09:00:00,2,680.92,0.39,18.51,78.68,26.7,16.2,17.39,0.63
2020-12-11 10:00:00,3,1108.17,0.16,34.62,55.08,26.23,22.85,24.9,2.03
2020-12-11 11:00:00,4,1668.93,0.01,55.52,26.46,30.52,33.56,37.3,5.57
2020-12-11 12:00:00,4,1869.2,0.36,66.49,9.57,33.38,40.65,46.19,8.74
2020-12-11 13:00:00,4,1922.61,1.84,69.23,1.72,34.33,45.74,52.8,11.15
2020-12-11 14:00:00,4,1789.09,2.54,64.43,0.62,32.42,47.37,54.94,11.65
2020-12-11 15:00:00,4,1508.71,2.07,54.15,0.88,24.56,42.12,49.11,8.99
2020-12-11 16:00:00,4,934.6,0.31,33.93,5.19,14.19,28.87,33.13,2.57
2020-12-11 17:00:00,3,627.52,0.02,22.96,7.42,10.13,23.03,25.78,0.7
2020-12-11 18:00:00,3,514.03,0.0,17.99,10.55,9.3,22.15,24.08,0.07
2020-12-11 19:00:00,2,433.92,0.0,12.17,11.62,6.68,18.27,19.67,0.1
2020-12-11 20:00:00,2,367.17,0.02,8.23,7.78,4.59,12.65,13.88,0.6
2020-12-11 21:00:00,1,330.45,0.07,6.77,4.78,4.41,9.56,10.82,1.05
2020-12-11 22:00:00,1,357.15,0.23,7.8,3.4,5.54,9.83,11.25,1.47
2020-12-11 23:00:00,2,480.65,1.19,10.88,2.03,6.5,12.65,14.48,1.62
2020-12-12 00:00:00,2,587.46,2.46,12.85,2.08,7.15,13.51,15.52,1.38
2020-12-12 01:00:00,2,480.65,0.71,12.68,11.62,10.97,12.65,13.82,0.4
2020-12-12 02:00:00,2,460.63,0.65,13.02,23.25,13.95,12.15,13.23,0.48
2020-12-12 03:00:00,2,453.95,0.59,13.2,40.77,17.17,12.1,13.24,0.5
2020-12-12 04:00:00,1,403.88,0.49,8.91,52.93,15.26,9.86,10.7,0.27
2020-12-12 05:00:00,1,410.56,0.44,6.94,77.25,16.21,9.97,10.69,0.26
2020-12-12 06:00:00,2,467.3,0.38,6.26,111.58,19.79,12.88,13.61,0.24
2020-12-12 07:00:00,3,520.71,0.28,6.17,134.47,22.65,16.01,16.77,0.19
2020-12-12 08:00:00,3,547.41,0.19,7.45,131.61,24.56,17.74,18.53,0.17
2020-12-12 09:00:00,2,540.73,0.08,8.91,100.14,22.65,16.05,16.83,0.18
2020-12-12 10:00:00,2,520.71,0.01,10.11,57.94,17.17,12.12,12.93,0.34
2020-12-12 11:00:00,2,507.36,0.0,11.31,32.54,13.59,10.1,11.09,0.57
2020-12-12 12:00:00,1,473.98,0.0,11.48,19.67,11.68,9.14,10.42,0.73
2020-12-12 13:00:00,1,433.92,0.01,10.88,12.52,10.25,8.43,9.98,0.85
2020-12-12 14:00:00,1,413.9,0.04,10.11,8.14,8.82,7.8,9.59,0.93
2020-12-12 15:00:00,1,383.85,0.1,9.08,5.54,7.33,6.86,8.67,0.86
2020-12-12 16:00:00,1,327.11,0.09,7.45,4.29,5.6,5.28,6.68,0.55
2020-12-12 17:00:00,1,273.71,0.07,5.48,3.49,4.11,3.94,4.86,0.36
2020-12-12 18:00:00,1,247.0,0.07,3.73,2.66,3.16,2.92,3.47,0.27
2020-12-12 19:00:00,1,233.65,0.16,2.29,1.24,2.09,2.25,2.73,0.35
2020-12-12 20:00:00,1,226.97,0.47,1.76,0.41,1.94,2.19,2.85,0.59
2020-12-12 21:00:00,1,230.31,1.1,1.52,0.14,2.47,2.37,3.21,0.92
2020-12-12 22:00:00,1,267.03,2.54,1.59,0.04,3.64,3.22,4.25,1.27
2020-12-12 23:00:00,1,380.52,5.7,1.8,0.04,4.77,5.14,6.65,1.3
2020-12-13 00:00:00,1,453.95,6.65,3.98,1.07,5.96,5.61,7.26,1.01
2020-12-13 01:00:00,1,343.8,1.3,7.97,10.1,9.06,3.51,4.34,0.56
2020-12-13 02:00:00,1,360.49,0.71,10.03,27.9,12.99,4.48,5.44,0.8
2020-12-13 03:00:00,1,397.21,0.5,11.48,49.35,18.84,6.15,7.21,1.03
2020-12-13 04:00:00,1,380.52,0.35,8.91,57.94,18.84,5.76,6.53,0.74
2020-12-13 05:00:00,1,397.21,0.27,7.8,62.94,17.41,6.13,6.87,0.71
2020-12-13 06:00:00,1,420.57,0.21,7.11,65.09,16.45,6.67,7.52,0.71
2020-12-13 07:00:00,1,460.63,0.19,7.88,62.23,15.97,7.63,8.74,0.87
2020-12-13 08:00:00,1,520.71,0.16,9.6,54.36,16.45,9.03,10.36,1.12
2020-12-13 09:00:00,1,574.11,0.1,10.97,38.98,14.9,9.21,10.47,1.12
2020-12-13 10:00:00,1,580.79,0.02,10.54,23.6,11.56,7.82,8.79,0.97
2020-12-13 11:00:00,1,540.73,0.01,9.6,16.99,10.49,6.98,7.87,0.99
2020-12-13 12:00:00,1,500.68,0.01,9.51,14.84,11.68,7.06,8.01,1.01
2020-12-13 13:00:00,1,460.63,0.01,8.82,14.31,12.28,7.06,8.05,0.89
2020-12-13 14:00:00,1,440.6,0.01,8.65,13.23,12.4,7.39,8.44,0.9
2020-12-13 15:00:00,1,440.6,0.02,9.43,11.62,13.23,7.96,9.08,0.84
2020-12-13 16:00:00,1,494.0,0.09,12.51,8.23,10.97,9.78,11.46,0.97
2020-12-13 17:00:00,2,567.44,0.29,16.28,4.2,9.54,12.76,15.14,1.55
2020-12-13 18:00:00,2,600.82,0.55,18.68,1.86,11.33,15.53,18.29,2.53
2020-12-13 19:00:00,2,554.09,0.69,19.54,0.97,11.09,17.29,20.3,2.91
2020-12-13 20:00:00,2,473.98,0.55,17.82,1.03,7.51,17.98,20.85,1.84
2020-12-13 21:00:00,2,413.9,0.34,14.74,1.72,5.25,18.29,20.77,0.86
2020-12-13 22:00:00,2,407.22,0.11,14.74,4.69,7.27,19.04,20.47,0.0
2020-12-13 23:00:00,2,423.91,0.39,13.02,3.89,7.87,17.16,18.64,0.2
2020-12-14 00:00:00,2,447.27,0.94,11.31,6.8,8.23,13.5,15.21,0.62
2020-12-14 01:00:00,1,433.92,0.85,10.97,15.91,10.61,9.68,11.18,0.75
2020-12-14 02:00:00,1,447.27,0.8,12.51,32.54,15.5,9.2,10.8,1.08
2020-12-14 03:00:00,1,467.3,0.68,12.68,54.36,19.55,9.44,11.12,1.28
2020-12-14 04:00:00,1,403.88,0.48,6.68,54.36,12.76,6.32,7.58,0.84
2020-12-14 05:00:00,1,383.85,0.44,4.54,55.79,9.89,4.93,5.98,0.74
2020-12-14 06:00:00,1,393.87,0.47,4.33,62.23,10.37,4.98,6.0,0.8
2020-12-14 07:00:00,1,393.87,0.45,4.41,58.65,10.49,5.05,6.0,0.82
2020-12-14 08:00:00,1,410.56,0.44,5.83,47.21,11.33,5.39,6.27,0.86
2020-12-14 09:00:00,1,453.95,0.3,8.82,33.62,13.11,6.11,6.95,0.9
2020-12-14 10:00:00,2,734.33,0.19,20.05,17.88,14.78,10.22,11.61,1.52
2020-12-14 11:00:00,2,1134.87,0.71,34.62,5.81,15.5,17.85,20.41,1.93
2020-12-14 12:00:00,3,1228.33,2.01,41.13,1.59,13.35,22.58,26.2,1.77
2020-12-14 13:00:00,3,1041.41,1.87,37.01,1.42,9.66,22.21,26.52,1.71
2020-12-14 14:00:00,3,847.82,0.91,28.1,2.86,7.39,20.34,24.89,1.63
2020-12-14 15:00:00,2,707.63,0.34,20.39,5.28,6.2,18.25,22.45,1.36
2020-12-14 16:00:00,2,560.76,0.1,14.74,7.6,5.36,14.83,17.89,0.83
2020-12-14 17:00:00,2,440.6,0.04,10.28,8.23,4.77,11.53,13.57,0.6
2020-12-14 18:00:00,1,353.81,0.02,7.28,9.12,4.53,9.01,10.41,0.5
2020-12-14 19:00:00,1,303.75,0.01,4.76,10.1,3.87,6.7,7.72,0.43
2020-12-14 20:00:00,1,280.38,0.04,3.77,7.33,3.4,5.13,6.07,0.55
2020-12-14 21:00:00,1,280.38,0.09,3.98,5.5,3.76,4.69,5.58,0.67
2020-12-14 22:00:00,1,317.1,0.23,5.66,4.56,4.89,5.71,6.69,0.82
2020-12-14 23:00:00,1,413.9,1.22,8.48,2.24,6.32,7.61,9.08,1.12
2020-12-15 00:00:00,1,514.03,3.74,9.6,1.17,7.39,8.46,10.64,1.27
2020-12-15 01:00:00,1,460.63,1.77,12.0,5.72,12.52,6.52,7.88,0.74
2020-12-15 02:00:00,1,473.98,1.58,15.08,10.73,17.17,7.07,8.44,0.84
2020-12-15 03:00:00,1,494.0,1.34,18.17,21.1,22.17,8.22,9.66,0.8
2020-12-15 04:00:00,1,447.27,0.68,14.05,32.9,19.79,7.15,8.23,0.6
2020-12-15 05:00:00,1,473.98,0.39,14.4,38.98,21.22,8.16,9.18,0.55
2020-12-15 06:00:00,2,547.41,0.19,16.79,44.35,25.27,11.43,12.54,0.43
2020-12-15 07:00:00,2,781.06,0.13,22.62,40.05,22.17,16.86,18.49,0.82
2020-12-15 08:00:00,3,1188.28,0.21,32.9,29.33,19.79,23.61,26.07,1.66
2020-12-15 09:00:00,4,1695.63,0.49,47.98,16.99,23.84,30.71,33.89,3.39
2020-12-15 10:00:00,4,2563.48,4.47,71.97,3.49,37.19,44.04,48.47,8.04
2020-12-15 11:00:00,5,3631.59,15.87,93.22,0.02,51.98,65.55,72.02,14.82
2020-12-15 12:00:00,5,4058.84,23.25,106.93,0.0,57.22,82.12,90.63,19.76
2020-12-15 13:00:00,5,4005.43,26.15,112.41,0.0,56.74,92.61,102.75,22.55
2020-12-15 14:00:00,5,3578.19,24.81,106.93,0.0,49.59,94.03,105.11,22.8
2020-12-15 15:00:00,5,2590.18,17.88,85.68,0.01,33.85,78.49,88.64,15.96
2020-12-15 16:00:00,4,1375.2,5.87,52.78,0.18,14.54,48.73,54.62,4.62
2020-12-15 17:00:00,4,834.47,1.73,34.62,0.46,9.78,33.49,37.46,2.98
2020-12-15 18:00:00,4,634.19,0.86,26.05,0.66,9.54,26.96,30.05,3.48
2020-12-15 19:00:00,3,494.0,0.58,19.19,0.81,9.06,20.99,23.47,3.9
2020-12-15 20:00:00,2,377.18,0.48,12.85,0.88,7.75,15.18,17.22,3.67
2020-12-15 21:00:00,2,323.77,0.62,9.17,0.82,6.86,11.47,13.28,3.29
2020-12-15 22:00:00,2,353.81,1.27,8.48,0.6,6.74,10.48,12.24,2.85
2020-12-15 23:00:00,2,487.33,4.41,8.05,0.24,6.38,11.26,13.77,2.09
2020-12-16 00:00:00,2,560.76,6.99,7.37,1.06,6.44,10.02,12.99,1.38
2020-12-16 01:00:00,1,423.91,1.58,9.51,9.21,9.89,6.48,7.89,0.66
2020-12-16 02:00:00,1,433.92,0.86,12.17,20.21,14.07,6.92,8.41,0.97
2020-12-16 03:00:00,1,467.3,0.7,14.74,32.54,19.55,7.93,9.56,1.31
2020-12-16 04:00:00,1,433.92,0.48,9.85,40.41,14.9,5.84,6.93,0.91
2020-12-16 05:00:00,1,460.63,0.41,9.6,46.49,14.66,5.84,6.89,0.93
2020-12-16 06:00:00,1,514.03,0.39,10.63,55.79,16.69,7.48,8.84,1.03
2020-12-16 07:00:00,2,727.65,0.51,15.59,57.94,16.21,11.7,13.99,1.74
2020-12-16 08:00:00,3,1148.22,1.02,23.99,72.96,16.45,20.33,23.64,2.6
2020-12-16 09:00:00,4,1735.69,1.24,35.3,91.55,20.5,32.68,36.72,3.58
2020-12-16 10:00:00,4,2429.96,0.46,49.35,81.54,26.94,46.74,51.49,4.94
2020-12-16 11:00:00,5,2803.8,0.0,58.26,48.64,30.52,57.09,62.67,5.95
2020-12-16 12:00:00,5,2670.29,0.0,58.26,32.19,29.56,60.76,67.26,6.46
2020-12-16 13:00:00,5,2456.67,0.0,55.52,26.46,27.66,61.32,68.17,6.14
2020-12-16 14:00:00,5,2082.82,0.0,48.67,26.46,23.6,57.48,63.68,4.18
2020-12-16 15:00:00,4,1468.66,0.0,39.07,30.4,18.6,46.5,51.18,2.01
2020-12-16 16:00:00,4,781.06,0.0,26.05,36.48,13.95,32.91,35.38,0.07
2020-12-16 17:00:00,3,527.38,0.0,16.45,32.19,9.18,23.11,24.6,0.0
2020-12-16 18:00:00,2,447.27,0.0,11.31,26.46,7.51,17.88,18.91,0.02
2020-12-16 19:00:00,2,407.22,0.0,7.63,20.03,6.08,13.72,14.56,0.21
2020-12-16 20:00:00,1,377.18,0.01,5.48,13.05,5.13,9.82,10.57,0.35
2020-12-16 21:00:00,1,357.15,0.04,4.84,7.51,4.95,6.77,7.47,0.43
2020-12-16 22:00:00,1,350.48,0.19,5.48,3.89,5.78,5.17,5.89,0.53
2020-12-16 23:00:00,1,393.87,1.12,6.51,1.52,7.09,5.02,6.0,0.75
2020-12-17 00:00:00,1,453.95,2.63,7.11,1.72,8.23,5.18,6.44,0.86
2020-12-17 01:00:00,1,494.0,1.9,9.6,7.33,9.89,5.41,6.7,0.86
2020-12-17 02:00:00,1,480.65,1.02,10.2,16.27,10.85,5.23,6.67,0.86
2020-12-17 03:00:00,1,440.6,0.66,8.48,24.68,10.49,4.51,5.92,0.78
2020-12-17 04:00:00,1,410.56,0.32,5.57,26.46,7.63,3.1,4.01,0.54
2020-12-17 05:00:00,1,420.57,0.23,6.34,26.82,8.23,2.78,3.44,0.57
2020-12-17 06:00:00,1,447.27,0.22,8.65,28.61,11.33,3.23,3.85,0.71
2020-12-17 07:00:00,1,534.06,0.34,13.54,29.33,15.74,4.78,5.59,1.08
2020-12-17 08:00:00,1,700.95,0.36,21.42,29.33,21.7,8.41,9.59,1.39
2020-12-17 09:00:00,2,907.9,0.21,28.45,28.61,25.51,13.5,14.9,1.24
2020-12-17 10:00:00,3,1321.79,0.2,36.33,17.52,20.5,20.57,22.53,1.52
2020-12-17 11:00:00,4,1815.8,1.57,42.5,4.69,16.45,29.91,33.01,2.6
2020-12-17 12:00:00,4,2216.34,4.92,44.55,0.85,16.45,40.88,45.32,4.18
2020-12-17 13:00:00,4,2429.96,6.59,44.55,0.46,17.88,49.84,55.16,5.83
2020-12-17 14:00:00,5,2323.15,4.86,42.84,0.78,17.88,52.22,57.95,6.14
2020-12-17 15:00:00,4,2109.53,2.79,41.13,1.61,17.17,48.92,54.53,5.38
2020-12-17 16:00:00,4,1695.63,0.89,37.36,3.44,14.54,39.0,43.62,3.36
2020-12-17 17:00:00,4,1361.85,0.22,32.56,5.01,11.68,32.01,35.61,1.93
2020-12-17 18:00:00,4,1134.87,0.06,28.45,5.99,10.49,28.42,31.08,1.09
2020-12-17 19:00:00,4,907.9,0.04,23.99,6.26,8.82,25.7,27.56,0.51
2020-12-17 20:00:00,3,761.03,0.11,19.71,4.38,6.56,23.29,25.0,0.84
2020-12-17 21:00:00,3,674.25,0.27,16.79,2.82,6.2,20.82,22.54,1.25
2020-12-17 22:00:00,3,667.57,0.78,16.79,1.61,6.97,20.12,22.01,1.62
2020-12-17 23:00:00,2,741.01,2.99,16.79,0.85,7.39,19.47,21.98,1.62
2020-12-18 00:00:00,2,727.65,4.41,14.91,5.05,7.63,14.64,17.41,1.24
2020-12-18 01:00:00,1,507.36,0.92,10.2,19.13,8.94,6.59,7.85,0.66
2020-12-18 02:00:00,1,480.65,0.83,8.82,27.18,10.25,5.36,6.61,0.73
2020-12-18 03:00:00,1,453.95,0.7,7.37,32.19,10.25,4.32,5.47,0.67
2020-12-18 04:00:00,1,410.56,0.3,4.58,23.25,6.5,2.38,3.13,0.47
2020-12-18 05:00:00,1,393.87,0.28,3.64,18.42,4.95,1.71,2.22,0.42
2020-12-18 06:00:00,1,390.53,0.24,3.43,17.7,4.59,1.7,2.15,0.45
2020-12-18 07:00:00,1,383.85,0.19,3.21,16.63,4.05,1.81,2.26,0.46
2020-12-18 08:00:00,1,393.87,0.17,3.77,15.2,4.35,2.22,2.69,0.52
2020-12-18 09:00:00,1,417.23,0.16,4.84,13.59,4.77,2.79,3.28,0.59
2020-12-18 10:00:00,1,547.41,0.44,9.43,8.4,5.96,4.72,5.63,1.03
2020-12-18 11:00:00,1,634.19,1.01,11.14,3.84,5.96,6.9,8.61,1.38
2020-12-18 12:00:00,1,594.14,1.16,9.6,2.82,5.13,7.79,10.39,1.47
2020-12-18 13:00:00,1,560.76,1.13,8.91,2.5,4.89,8.49,11.67,1.57
2020-12-18 14:00:00,1,540.73,1.27,8.48,1.99,4.65,8.94,12.67,1.6
2020-12-18 15:00:00,1,507.36,1.59,7.71,1.41,4.17,8.39,12.58,1.38
2020-12-18 16:00:00,1,423.91,1.38,6.17,1.17,3.34,6.49,10.45,0.9
2020-12-18 17:00:00,1,340.46,0.52,4.63,1.79,2.59,5.04,8.13,0.66
2020-12-18 18:00:00,1,293.73,0.14,3.51,3.04,2.53,4.28,6.41,0.57
2020-12-18 19:00:00,1,263.69,0.05,2.79,4.92,2.86,3.4,4.65,0.44
2020-12-18 20:00:00,1,247.0,0.04,2.53,6.08,2.92,2.83,3.69,0.4
2020-12-18 21:00:00,1,236.99,0.04,2.68,7.15,3.28,2.63,3.31,0.38
2020-12-18 22:00:00,1,243.66,0.06,3.51,7.78,4.23,2.92,3.53,0.41
2020-12-18 23:00:00,1,273.71,0.21,4.93,6.97,5.13,3.59,4.36,0.56
2020-12-19 00:00:00,1,313.76,0.92,5.44,8.49,5.6,4.13,5.11,0.66
2020-12-19 01:00:00,1,320.44,1.12,5.14,21.64,6.38,4.45,5.34,0.63
2020-12-19 02:00:00,1,297.07,0.78,4.28,40.05,6.8,4.62,5.46,0.61
2020-12-19 03:00:00,1,267.03,0.53,3.0,47.92,6.2,4.21,4.91,0.51
2020-12-19 04:00:00,1,250.34,0.4,2.59,35.41,4.65,3.42,4.03,0.45
2020-12-19 05:00:00,1,273.71,0.52,3.43,34.33,4.95,3.54,4.2,0.58
2020-12-19 06:00:00,1,310.42,0.61,4.76,41.49,5.96,4.04,4.78,0.73
2020-12-19 07:00:00,1,327.11,0.58,5.44,42.2,6.62,4.18,4.88,0.71
2020-12-19 08:00:00,1,327.11,0.51,5.83,34.69,6.8,3.98,4.59,0.62
2020-12-19 09:00:00,1,327.11,0.37,6.17,26.82,6.8,3.76,4.27,0.52
2020-12-19 10:00:00,1,410.56,0.17,9.17,19.31,6.8,4.67,5.34,0.75
2020-12-19 11:00:00,1,473.98,0.04,10.37,12.7,5.84,5.77,6.91,0.97
2020-12-19 12:00:00,1,420.57,0.05,7.8,10.91,4.17,5.71,7.29,1.0
2020-12-19 13:00:00,1,370.5,0.04,6.08,11.0,3.43,5.46,7.23,0.98
2020-12-19 14:00:00,1,333.79,0.03,4.84,11.36,3.1,5.07,6.75,0.86
