dt,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3
2022-09-18 03:00:00,1,320.43,0.17,5.18,33.97,7.27,4.36,5.15,0.6
2022-09-18 04:00:00,1,297.07,0.09,3.94,34.33,5.72,3.52,4.19,0.52
2022-09-18 05:00:00,1,303.75,0.08,3.94,36.48,5.6,3.08,3.64,0.51
2022-09-18 06:00:00,1,323.77,0.09,4.58,39.7,6.44,3.25,3.76,0.56
2022-09-18 07:00:00,1,357.15,0.21,5.57,43.63,7.63,4.08,4.68,0.7
2022-09-18 08:00:00,1,417.23,0.42,7.03,48.64,9.3,5.42,6.17,0.92
2022-09-18 09:00:00,1,473.98,0.54,8.57,47.92,9.42,6.23,7.09,1.01
2022-09-18 10:00:00,1,660.9,0.27,14.05,36.48,8.34,8.15,9.4,1.54
2022-09-18 11:00:00,2,867.84,0.01,19.02,26.82,7.75,12.0,14.08,2.34
2022-09-18 12:00:00,2,947.95,0.01,20.73,24.68,7.57,15.74,18.74,2.94
2022-09-18 13:00:00,2,934.6,0.01,19.71,26.11,7.09,17.56,20.95,2.98
2022-09-18 14:00:00,2,847.82,0.0,17.14,28.61,6.62,17.29,20.57,2.63
2022-09-18 15:00:00,2,707.63,0.0,13.88,31.11,6.62,14.55,17.36,1.95
2022-09-18 16:00:00,1,453.95,0.0,9.08,36.12,8.58,9.33,11.05,0.91
2022-09-18 17:00:00,1,383.85,0.0,8.74,35.41,10.13,7.94,9.29,0.76
2022-09-18 18:00:00,1,343.8,0.0,8.83,34.33,11.44,7.22,8.29,0.73
2022-09-18 19:00:00,1,310.42,0.0,8.48,33.26,10.97,6.68,7.6,0.63
2022-09-18 20:00:00,1,293.73,0.0,9.17,31.47,11.21,6.56,7.4,0.53
2022-09-18 21:00:00,1,287.06,0.0,11.48,28.97,12.16,6.87,7.68,0.42
2022-09-18 22:00:00,1,293.73,0.01,14.22,26.46,13.23,7.51,8.29,0.38
2022-09-18 23:00:00,1,323.77,0.04,15.94,23.25,14.07,8.17,9.11,0.56
2022-09-19 00:00:00,1,373.84,0.58,15.77,21.46,14.31,8.04,9.14,0.73
2022-09-19 01:00:00,1,423.91,1.47,14.91,25.03,16.45,7.62,8.73,0.92
2022-09-19 02:00:00,1,460.62,1.66,14.74,30.76,19.79,7.89,9.05,1.09
2022-09-19 03:00:00,1,473.98,1.41,13.88,40.77,22.65,8.19,9.45,1.08
2022-09-19 04:00:00,1,393.87,0.67,9.42,50.78,15.97,5.83,7.0,0.72
2022-09-19 05:00:00,1,360.49,0.28,7.71,47.92,12.4,4.4,5.37,0.61
2022-09-19 06:00:00,1,357.15,0.2,7.11,45.06,11.09,4.12,4.9,0.55
2022-09-19 07:00:00,1,357.15,0.35,6.51,46.49,10.49,4.29,4.97,0.54
2022-09-19 08:00:00,1,367.16,0.57,6.68,52.21,10.85,4.88,5.59,0.6
2022-09-19 09:00:00,1,397.21,0.68,7.45,53.64,10.73,5.22,5.98,0.66
2022-09-19 10:00:00,1,600.81,0.41,13.88,40.05,10.61,7.07,8.26,1.3
2022-09-19 11:00:00,2,821.11,0.02,20.05,24.32,10.37,10.04,11.88,2.01
2022-09-19 12:00:00,2,821.11,0.09,20.22,16.63,8.94,11.24,13.66,2.22
2022-09-19 13:00:00,2,720.98,0.13,17.31,13.77,7.33,11.04,13.89,2.28
2022-09-19 14:00:00,2,614.17,0.13,13.88,13.23,6.32,10.06,13.23,2.12
2022-09-19 15:00:00,1,500.68,0.12,10.71,12.87,5.3,8.1,11.3,1.61
2022-09-19 16:00:00,1,377.18,0.11,7.88,11.8,4.23,5.63,8.41,0.96
2022-09-19 17:00:00,1,313.76,0.1,6.77,9.66,4.05,4.87,7.18,0.77
2022-09-19 18:00:00,1,280.38,0.09,6.17,8.4,4.17,4.67,6.43,0.68
2022-09-19 19:00:00,1,250.34,0.07,4.93,8.67,4.11,3.82,4.86,0.5
2022-09-19 20:00:00,1,236.99,0.1,3.77,7.33,3.52,3.14,3.86,0.54
2022-09-19 21:00:00,1,236.99,0.18,3.51,6.26,3.43,2.64,3.28,0.61
2022-09-19 22:00:00,1,257.02,0.35,4.41,5.23,4.23,2.63,3.33,0.74
2022-09-19 23:00:00,1,327.11,1.2,6.43,3.08,5.72,3.65,4.77,1.06
2022-09-20 00:00:00,1,387.19,3.35,6.85,2.48,7.51,4.36,5.81,1.16
2022-09-20 01:00:00,1,363.83,2.79,8.23,8.05,10.85,3.99,5.14,0.94
2022-09-20 02:00:00,1,353.81,1.75,10.2,18.06,13.11,4.1,5.22,0.93
2022-09-20 03:00:00,1,327.11,0.92,9.0,28.25,12.76,3.43,4.4,0.78
2022-09-20 04:00:00,1,313.76,0.52,6.85,24.32,9.3,2.63,3.52,0.73
2022-09-20 05:00:00,1,380.52,0.52,8.57,20.74,9.3,3.2,4.18,1.08
2022-09-20 06:00:00,1,473.98,0.66,11.48,21.99,10.85,4.27,5.37,1.52
2022-09-20 07:00:00,1,494.0,0.67,12.0,22.35,10.73,4.42,5.48,1.5
2022-09-20 08:00:00,1,447.27,0.57,10.11,16.45,8.94,3.65,4.48,1.09
2022-09-20 09:00:00,1,400.54,0.45,8.31,10.01,7.39,2.94,3.54,0.74
2022-09-20 10:00:00,1,393.87,0.36,8.05,7.24,6.56,2.9,3.5,0.74
2022-09-20 11:00:00,1,400.54,0.34,8.31,6.88,5.96,3.38,4.34,0.98
2022-09-20 12:00:00,1,363.83,0.19,7.28,8.49,5.07,3.42,4.87,1.11
2022-09-20 13:00:00,1,337.12,0.08,6.6,11.18,4.95,3.4,4.94,1.09
2022-09-20 14:00:00,1,307.08,0.03,5.74,13.77,4.95,3.19,4.65,0.98
2022-09-20 15:00:00,1,277.04,0.02,4.97,14.48,4.83,2.71,4.01,0.75
2022-09-20 16:00:00,1,260.35,0.02,4.37,12.7,4.17,2.26,3.38,0.55
2022-09-20 17:00:00,1,257.02,0.02,4.11,11.18,3.87,2.37,3.34,0.63
2022-09-20 18:00:00,1,250.34,0.02,4.03,11.35,4.23,2.61,3.44,0.77
2022-09-20 19:00:00,1,240.33,0.02,3.98,10.37,4.53,2.75,3.57,0.85
2022-09-20 20:00:00,1,230.31,0.05,4.41,7.42,5.07,2.87,3.7,0.79
2022-09-20 21:00:00,1,226.97,0.11,5.23,5.19,5.36,2.93,3.68,0.64
2022-09-20 22:00:00,1,233.65,0.13,6.43,6.08,5.6,3.02,3.68,0.58
2022-09-20 23:00:00,1,290.39,0.35,8.74,6.26,6.79,3.79,4.69,0.82
2022-09-21 00:00:00,1,347.14,1.15,10.54,5.54,8.46,4.32,5.47,0.96
2022-09-21 01:00:00,1,360.49,2.4,9.94,22.89,11.8,4.69,5.78,0.93
2022-09-21 02:00:00,1,353.81,1.65,10.97,53.64,15.26,5.58,6.71,0.93
2022-09-21 03:00:00,2,333.79,1.03,9.6,90.12,17.64,6.42,7.53,0.83
2022-09-21 04:00:00,1,283.72,0.45,6.51,78.68,13.23,4.4,5.28,0.58
2022-09-21 05:00:00,1,273.7,0.33,6.77,55.07,11.68,3.09,3.91,0.59
2022-09-21 06:00:00,1,287.06,0.3,7.71,44.35,12.16,2.72,3.57,0.66
2022-09-21 07:00:00,1,360.49,0.42,10.54,38.27,13.23,3.39,4.66,1.17
2022-09-21 08:00:00,1,494.0,0.45,14.57,34.33,14.07,5.0,6.93,1.82
2022-09-21 09:00:00,1,654.22,0.38,18.85,26.11,13.95,6.64,8.99,2.06
2022-09-21 10:00:00,1,934.6,0.52,26.73,12.7,13.35,9.64,12.2,2.63
2022-09-21 11:00:00,2,1214.98,2.46,31.53,3.0,12.76,14.17,17.38,3.64
2022-09-21 12:00:00,2,1321.79,5.42,30.16,0.72,12.4,18.63,22.85,4.43
2022-09-21 13:00:00,3,1455.31,8.49,28.79,0.28,12.4,23.9,29.34,5.76
2022-09-21 14:00:00,4,1602.17,11.85,28.45,0.1,13.83,30.08,37.04,8.36
2022-09-21 15:00:00,4,1695.63,14.53,28.45,0.04,15.97,33.52,41.71,10.77
2022-09-21 16:00:00,4,1668.93,16.09,26.39,0.01,16.93,32.78,42.25,11.02
2022-09-21 17:00:00,4,1522.06,15.65,23.31,0.01,14.31,31.0,41.39,8.74
2022-09-21 18:00:00,4,1348.5,13.86,20.05,0.01,10.49,29.4,39.21,5.51
2022-09-21 19:00:00,3,974.66,9.16,15.42,0.03,6.91,22.85,29.98,2.79
2022-09-21 20:00:00,2,614.17,4.69,11.14,0.27,5.01,14.89,20.09,1.68
2022-09-21 21:00:00,1,387.19,1.75,8.4,1.27,4.35,8.94,12.3,1.2
2022-09-21 22:00:00,1,293.73,0.43,6.77,4.52,4.77,5.69,7.62,0.98
2022-09-21 23:00:00,1,360.49,0.87,8.05,4.02,6.08,5.95,7.81,1.33
2022-09-22 00:00:00,1,460.62,2.37,9.77,2.39,8.11,6.69,8.77,1.57
2022-09-22 01:00:00,1,400.54,1.24,10.28,7.87,12.04,5.26,6.59,1.11
2022-09-22 02:00:00,1,393.87,0.94,10.97,15.56,14.78,5.04,6.25,1.11
2022-09-22 03:00:00,1,377.18,0.78,11.14,26.46,16.69,4.83,5.95,1.08
2022-09-22 04:00:00,1,333.79,0.67,8.83,37.19,15.02,3.94,4.8,0.81
2022-09-22 05:00:00,1,307.08,0.59,7.03,44.35,12.52,3.25,3.95,0.63
2022-09-22 06:00:00,1,293.73,0.59,5.91,48.64,10.97,2.91,3.54,0.55
2022-09-22 07:00:00,1,293.73,0.59,5.57,50.78,10.01,2.9,3.54,0.55
2022-09-22 08:00:00,1,323.77,0.66,6.68,50.07,10.61,3.25,3.97,0.65
2022-09-22 09:00:00,1,367.16,0.7,8.31,44.7,10.85,3.53,4.31,0.74
2022-09-22 10:00:00,1,520.71,0.32,13.54,30.76,10.97,4.75,5.79,1.27
2022-09-22 11:00:00,1,667.57,0.05,16.79,18.42,10.25,6.64,8.06,1.85
2022-09-22 12:00:00,1,680.92,0.13,15.94,13.59,8.94,7.82,9.59,2.03
2022-09-22 13:00:00,2,867.84,0.96,19.71,6.88,8.11,12.76,16.03,2.91
2022-09-22 14:00:00,3,1148.22,4.14,23.65,1.17,8.58,20.05,25.58,3.74
2022-09-22 15:00:00,4,1348.5,9.83,22.96,0.09,9.06,25.17,32.8,4.12
2022-09-22 16:00:00,3,1201.63,12.41,17.48,0.01,7.63,22.05,30.92,3.29
2022-09-22 17:00:00,2,988.01,12.07,12.17,0.01,6.38,18.1,26.7,2.6
2022-09-22 18:00:00,2,827.79,10.84,9.51,0.01,5.9,16.4,24.16,2.31
2022-09-22 19:00:00,2,494.0,3.49,10.02,0.34,5.78,10.14,14.4,1.41
2022-09-22 20:00:00,1,327.11,1.3,8.23,0.88,5.01,6.99,9.75,1.19
2022-09-22 21:00:00,1,253.68,0.72,6.6,1.9,4.53,5.17,7.02,1.08
2022-09-22 22:00:00,1,260.35,0.7,6.85,2.7,5.13,4.62,6.07,1.12
2022-09-22 23:00:00,1,363.83,2.01,9.08,1.65,6.74,5.84,7.68,1.57
2022-09-23 00:00:00,1,494.0,4.92,10.71,2.1,8.94,6.99,9.43,1.84
2022-09-23 01:00:00,1,480.65,2.88,15.59,10.19,15.97,6.34,8.0,1.33
2022-09-23 02:00:00,1,500.68,2.21,20.05,17.7,22.89,7.35,8.88,1.31
2022-09-23 03:00:00,1,507.35,1.61,22.62,28.61,28.85,8.14,9.53,1.25
2022-09-23 04:00:00,1,410.56,0.81,16.62,39.7,23.37,6.61,7.67,0.78
2022-09-23 05:00:00,1,397.21,0.47,15.08,44.7,22.41,6.6,7.59,0.67
2022-09-23 06:00:00,1,440.6,0.29,16.45,48.64,25.27,8.0,9.04,0.66
2022-09-23 07:00:00,1,467.3,0.17,17.48,47.21,26.46,9.07,10.13,0.66
2022-09-23 08:00:00,1,494.0,0.13,18.16,41.84,25.75,9.4,10.51,0.78
2022-09-23 09:00:00,1,534.06,0.07,19.02,35.05,23.84,9.24,10.4,0.9
2022-09-23 10:00:00,2,1268.39,1.69,41.81,11.27,25.27,16.99,19.62,4.24
2022-09-23 11:00:00,4,2216.34,13.97,54.84,0.12,32.42,30.9,36.03,10.01
2022-09-23 12:00:00,4,2696.99,25.7,55.52,0.0,37.19,43.43,51.26,15.2
2022-09-23 13:00:00,5,2883.91,30.4,54.84,0.0,39.58,53.11,63.4,19.51
2022-09-23 14:00:00,5,2857.21,30.85,51.41,0.0,38.62,58.62,71.13,21.79
2022-09-23 15:00:00,5,2376.56,25.7,42.5,0.0,29.09,51.98,65.64,17.48
2022-09-23 16:00:00,4,1588.82,17.21,27.76,0.01,13.47,34.26,45.66,5.76
2022-09-23 17:00:00,3,1054.76,11.18,17.65,0.02,6.38,22.09,29.84,1.84
2022-09-23 18:00:00,2,687.6,5.7,13.02,0.17,4.05,15.04,19.68,1.11
2022-09-23 19:00:00,1,280.38,0.04,6.25,10.91,4.05,5.92,6.91,0.29
2022-09-23 20:00:00,1,216.96,0.02,3.51,8.31,3.49,3.45,3.95,0.3
2022-09-23 21:00:00,1,200.27,0.09,2.96,3.8,3.49,2.26,2.63,0.35
2022-09-23 22:00:00,1,203.61,0.39,3.17,1.65,4.17,1.82,2.17,0.41
2022-09-23 23:00:00,1,226.97,1.19,3.04,0.77,4.47,1.76,2.23,0.49
2022-09-24 00:00:00,1,250.34,1.41,3.3,1.36,4.29,1.61,2.18,0.47
2022-09-24 01:00:00,1,267.03,0.75,4.8,5.68,5.07,1.7,2.22,0.46
2022-09-24 02:00:00,1,283.72,0.65,6.0,12.16,7.15,2.14,2.67,0.54
2022-09-24 03:00:00,1,297.07,0.59,6.6,19.31,8.94,2.41,2.93,0.56
2022-09-24 04:00:00,1,287.06,0.47,5.65,23.96,8.58,2.2,2.7,0.5
2022-09-24 05:00:00,1,283.72,0.4,5.23,25.39,8.58,2.08,2.56,0.48
2022-09-24 06:00:00,1,287.06,0.36,5.27,25.03,9.06,2.05,2.49,0.48
2022-09-24 07:00:00,1,303.75,0.44,5.65,24.32,8.94,2.18,2.67,0.57
2022-09-24 08:00:00,1,340.46,0.5,6.6,22.71,8.82,2.58,3.19,0.72
2022-09-24 09:00:00,1,387.19,0.5,7.97,15.91,7.87,2.92,3.59,0.79
2022-09-24 10:00:00,1,473.98,0.43,10.28,8.31,7.21,3.81,4.65,1.06
2022-09-24 11:00:00,1,500.68,0.5,10.45,5.01,6.14,4.75,6.03,1.3
2022-09-24 12:00:00,1,440.6,0.58,8.65,3.67,5.01,4.96,6.86,1.38
2022-09-24 13:00:00,1,420.57,0.96,7.88,2.03,4.65,5.57,8.11,1.58
2022-09-24 14:00:00,1,423.91,1.84,7.28,0.73,4.71,6.54,9.75,1.87
2022-09-24 15:00:00,1,410.56,3.02,6.0,0.21,4.59,6.51,10.12,1.85
2022-09-24 16:00:00,1,333.79,3.1,4.5,0.1,3.87,4.78,8.13,1.38
2022-09-24 17:00:00,1,270.37,2.35,3.64,0.14,3.43,3.57,6.13,1.16
2022-09-24 18:00:00,1,243.66,1.73,3.43,0.2,3.43,3.23,5.18,1.09
2022-09-24 19:00:00,1,226.97,1.22,3.04,0.29,3.25,2.9,4.35,0.97
2022-09-24 20:00:00,1,213.62,0.92,2.7,0.36,3.1,2.57,3.69,0.92
2022-09-24 21:00:00,1,211.95,1.01,2.55,0.32,3.19,2.41,3.39,0.92
2022-09-24 22:00:00,1,236.99,1.75,2.74,0.21,3.87,2.82,3.85,1.06
2022-09-24 23:00:00,1,330.45,3.97,3.08,0.14,5.07,4.25,5.75,1.39
2022-09-25 00:00:00,1,427.25,5.76,4.84,1.14,6.26,5.39,7.37,1.57
2022-09-25 01:00:00,1,363.83,1.27,8.31,8.85,9.3,3.7,4.86,0.93
2022-09-25 02:00:00,1,343.8,0.42,7.45,13.05,9.78,3.19,4.24,0.93
2022-09-25 03:00:00,1,307.08,0.25,5.91,11.98,8.7,2.51,3.46,0.84
2022-09-25 04:00:00,1,260.35,0.18,4.03,12.87,6.14,1.83,2.51,0.61
2022-09-25 05:00:00,1,250.34,0.21,3.51,17.34,5.25,1.75,2.24,0.56
2022-09-25 06:00:00,1,247.0,0.29,3.56,22.53,5.25,1.78,2.2,0.58
2022-09-25 07:00:00,1,260.35,0.4,3.73,28.25,5.3,1.72,2.17,0.58
2022-09-25 08:00:00,1,307.08,0.51,4.63,36.48,5.96,2.4,3.0,0.65
2022-09-25 09:00:00,1,373.84,0.54,6.17,42.92,6.44,3.77,4.54,0.74
2022-09-25 10:00:00,1,487.33,0.2,9.77,38.98,6.62,5.45,6.45,1.08
2022-09-25 11:00:00,1,547.41,0.0,11.65,32.19,6.14,7.03,8.43,1.52
2022-09-25 12:00:00,1,500.68,0.01,10.28,28.25,5.07,7.46,9.42,1.63
2022-09-25 13:00:00,1,447.27,0.01,8.83,25.75,4.53,7.22,9.58,1.66
2022-09-25 14:00:00,1,400.54,0.01,7.54,24.68,4.17,6.46,9.06,1.57
2022-09-25 15:00:00,1,357.15,0.01,6.6,24.68,3.73,5.48,8.3,1.31
2022-09-25 16:00:00,1,303.75,0.01,5.18,26.46,3.04,4.67,7.63,0.87
2022-09-25 17:00:00,1,280.38,0.0,4.54,30.04,3.25,5.13,8.33,0.83
2022-09-25 18:00:00,1,277.04,0.0,4.2,33.97,3.58,6.23,9.61,0.89
2022-09-25 19:00:00,1,257.02,0.0,3.56,33.62,3.43,6.55,9.51,0.78
2022-09-25 20:00:00,1,236.99,0.0,2.83,32.19,3.22,6.0,8.14,0.61
2022-09-25 21:00:00,1,226.97,0.0,2.59,30.76,3.49,5.03,6.46,0.49
2022-09-25 22:00:00,1,230.31,0.0,3.26,31.11,4.59,4.23,5.22,0.47
2022-09-25 23:00:00,1,313.76,0.04,6.17,25.75,5.48,5.25,6.56,0.93
2022-09-26 00:00:00,1,467.3,0.74,11.14,20.21,7.09,7.24,9.17,1.58
2022-09-26 01:00:00,1,580.79,1.9,13.54,22.89,9.42,9.05,11.29,1.99
2022-09-26 02:00:00,1,540.73,1.76,11.82,37.91,10.85,9.46,11.41,1.68
2022-09-26 03:00:00,1,433.92,1.16,8.74,57.22,11.8,8.56,9.89,1.19
2022-09-26 04:00:00,1,293.73,0.6,4.11,55.79,7.99,5.36,5.99,0.55
2022-09-26 05:00:00,1,280.38,0.52,3.3,54.36,6.62,4.62,5.18,0.52
2022-09-26 06:00:00,1,283.72,0.54,3.26,53.64,6.5,4.93,5.58,0.6
2022-09-26 07:00:00,1,290.39,0.57,3.3,54.36,6.32,5.07,6.13,0.68
2022-09-26 08:00:00,1,310.42,0.68,3.98,54.36,6.74,5.05,6.94,0.78
2022-09-26 09:00:00,1,337.12,0.87,5.23,47.92,6.85,5.12,8.11,0.85
2022-09-26 10:00:00,1,363.83,0.38,7.45,37.19,7.03,5.83,9.55,0.97
2022-09-26 11:00:00,1,353.81,0.0,7.45,35.05,6.85,6.58,10.38,1.06
2022-09-26 12:00:00,1,327.11,0.0,6.17,36.48,6.08,6.53,10.55,1.08
2022-09-26 13:00:00,1,333.79,0.0,5.91,36.48,5.66,6.61,11.29,1.22
2022-09-26 14:00:00,1,347.14,0.0,5.65,35.76,4.89,7.01,12.28,1.31
2022-09-26 15:00:00,1,343.8,0.0,5.27,34.33,4.11,6.96,12.27,1.11
2022-09-26 16:00:00,1,310.42,0.0,4.33,31.83,3.31,6.2,10.9,0.71
2022-09-26 17:00:00,1,283.72,0.0,3.51,29.33,3.01,5.8,9.69,0.61
2022-09-26 18:00:00,1,267.03,0.0,3.04,26.46,3.01,5.63,9.01,0.63
2022-09-26 19:00:00,1,257.02,0.01,2.87,22.35,2.89,5.43,8.45,0.69
2022-09-26 20:00:00,1,257.02,0.02,3.08,18.06,3.13,5.51,8.25,0.84
2022-09-26 21:00:00,1,270.37,0.05,3.86,14.66,3.78,5.91,8.55,1.04
2022-09-26 22:00:00,1,313.76,0.12,5.83,12.16,5.19,6.9,9.57,1.36
2022-09-26 23:00:00,1,433.92,0.52,9.77,8.31,6.79,8.89,12.0,1.8
2022-09-27 00:00:00,1,527.38,1.4,12.51,7.24,8.34,9.68,13.02,1.8
2022-09-27 01:00:00,1,397.21,0.44,9.42,18.06,9.78,7.13,9.32,1.12
2022-09-27 02:00:00,1,357.15,0.34,7.37,23.6,9.18,6.25,7.86,1.0
2022-09-27 03:00:00,1,313.76,0.29,5.74,27.89,8.11,5.32,6.44,0.82
2022-09-27 04:00:00,1,280.38,0.41,3.94,32.54,6.2,4.48,5.24,0.61
2022-09-27 05:00:00,1,283.72,0.56,3.47,39.34,6.08,4.16,4.82,0.56
2022-09-27 06:00:00,1,297.07,0.64,3.3,45.78,6.2,3.76,4.45,0.52
2022-09-27 07:00:00,1,317.1,0.68,3.73,49.35,6.62,3.93,4.77,0.59
2022-09-27 08:00:00,1,363.83,0.73,5.36,47.21,7.63,4.61,5.61,0.76
2022-09-27 09:00:00,1,420.57,0.53,7.8,40.05,8.23,5.4,6.58,0.92
2022-09-27 10:00:00,1,620.84,0.14,13.88,30.76,8.34,7.8,9.55,1.58
2022-09-27 11:00:00,2,827.79,0.02,18.68,25.03,8.58,11.52,14.21,2.47
2022-09-27 12:00:00,2,907.9,0.02,20.39,24.32,8.82,14.76,18.38,3.07
2022-09-27 13:00:00,2,921.25,0.01,19.71,27.89,8.82,17.35,21.58,3.42
2022-09-27 14:00:00,2,934.6,0.0,19.19,31.83,8.58,19.44,24.15,3.7
2022-09-27 15:00:00,2,921.25,0.0,19.19,32.9,8.23,19.83,24.71,3.51
2022-09-27 16:00:00,2,881.2,0.01,20.05,28.25,7.39,18.18,23.32,2.82
2022-09-27 17:00:00,2,854.49,0.01,20.73,22.53,7.39,17.79,23.36,3.07
2022-09-27 18:00:00,2,841.14,0.01,20.91,19.67,8.34,18.66,24.75,4.05
2022-09-27 19:00:00,2,787.73,0.04,20.56,14.48,9.3,19.29,26.16,5.0
2022-09-27 20:00:00,2,694.27,0.17,18.51,8.14,8.34,18.64,25.99,4.37
2022-09-27 21:00:00,2,587.46,0.62,15.94,3.62,7.03,17.07,24.17,3.1
2022-09-27 22:00:00,2,540.73,1.4,14.05,2.06,7.21,15.37,21.26,2.28
2022-09-27 23:00:00,2,680.92,4.69,14.91,1.31,9.06,16.85,22.84,2.79
2022-09-28 00:00:00,2,921.25,10.39,15.59,4.6,11.21,18.6,25.13,3.23
2022-09-28 01:00:00,2,614.17,1.4,18.16,26.46,18.12,12.88,16.7,1.69
2022-09-28 02:00:00,2,587.46,0.87,16.79,36.48,21.93,12.4,15.72,1.84
2022-09-28 03:00:00,2,534.06,0.6,13.71,44.7,21.46,11.04,13.85,1.79
2022-09-28 04:00:00,1,413.89,0.32,9.0,45.42,15.14,8.31,10.27,1.2
2022-09-28 05:00:00,1,363.83,0.24,6.77,41.48,11.56,7.0,8.37,0.9
2022-09-28 06:00:00,1,343.8,0.22,5.4,38.62,9.42,6.71,7.78,0.74
2022-09-28 07:00:00,1,367.16,0.47,6.08,39.34,10.13,7.48,8.52,0.87
2022-09-28 08:00:00,1,433.92,0.85,7.63,45.78,12.16,8.97,10.19,1.17
2022-09-28 09:00:00,1,520.71,1.06,9.51,45.78,12.28,9.92,11.3,1.36
2022-09-28 10:00:00,2,988.01,1.06,23.65,25.75,11.92,14.92,17.31,2.79
2022-09-28 11:00:00,3,1522.06,1.87,35.64,5.72,12.52,22.72,26.72,4.31
2022-09-28 12:00:00,4,1815.8,6.93,36.67,0.68,13.11,30.06,35.82,5.32
2022-09-28 13:00:00,4,1869.2,10.17,33.59,0.21,12.76,34.07,40.91,5.7
2022-09-28 14:00:00,4,1708.98,10.17,29.47,0.16,11.09,33.56,40.89,5.07
2022-09-28 15:00:00,4,1455.31,8.49,26.05,0.2,9.06,28.89,36.1,3.77
2022-09-28 16:00:00,3,1068.12,5.48,22.28,0.28,6.68,20.94,26.86,1.9
2022-09-28 17:00:00,2,654.22,2.46,15.08,0.88,4.47,13.9,17.98,0.95
2022-09-28 18:00:00,1,377.18,0.53,8.14,3.71,3.16,9.19,11.36,0.59
2022-09-28 19:00:00,1,283.72,0.01,4.2,17.88,3.61,3.86,4.41,0.24
2022-09-28 20:00:00,1,343.8,0.02,5.4,16.09,4.05,3.05,3.46,0.28
2022-09-28 21:00:00,1,360.49,0.02,6.17,14.48,4.71,2.61,3.0,0.36
2022-09-28 22:00:00,1,360.49,0.04,6.94,12.7,5.96,2.55,3.0,0.46
2022-09-28 23:00:00,1,367.16,0.19,7.8,11.44,6.79,3.02,3.72,0.64
2022-09-29 00:00:00,1,363.83,0.82,7.54,15.56,7.03,3.27,4.18,0.68
2022-09-29 01:00:00,1,347.14,0.42,7.8,23.6,7.87,3.16,3.85,0.57
2022-09-29 02:00:00,1,333.79,0.27,7.45,25.75,8.58,3.19,3.75,0.54
2022-09-29 03:00:00,1,313.76,0.2,6.77,27.18,8.7,3.19,3.68,0.47
2022-09-29 04:00:00,1,303.75,0.12,6.34,27.89,8.46,3.07,3.47,0.4
2022-09-29 05:00:00,1,337.12,0.05,6.51,29.68,7.87,3.15,3.5,0.36
2022-09-29 06:00:00,1,397.21,0.02,7.11,33.97,7.57,3.49,3.81,0.35
2022-09-29 07:00:00,1,460.62,0.03,9.34,35.05,8.23,4.16,4.62,0.6
2022-09-29 08:00:00,1,520.71,0.05,12.34,32.19,9.18,4.9,5.57,0.91
2022-09-29 09:00:00,1,614.17,0.06,16.11,28.25,9.89,5.7,6.53,1.16
2022-09-29 10:00:00,1,881.2,0.08,25.36,18.95,11.44,8.64,10.03,1.92
2022-09-29 11:00:00,2,1321.79,1.2,39.41,5.9,13.95,15.29,17.91,3.01
2022-09-29 12:00:00,3,1575.47,3.97,47.3,0.94,14.9,21.79,25.52,3.39
2022-09-29 13:00:00,4,1602.17,4.58,48.67,0.63,14.31,25.08,28.99,3.2
2022-09-29 14:00:00,4,1762.39,7.04,48.67,0.12,14.66,30.33,34.82,3.26
2022-09-29 15:00:00,4,1708.98,7.04,44.55,0.23,13.11,29.6,33.8,2.41
2022-09-29 16:00:00,2,1028.06,1.12,28.1,3.71,9.06,15.69,17.85,0.93
2022-09-29 17:00:00,1,580.79,0.07,12.51,9.48,5.72,7.53,8.6,0.56
2022-09-29 18:00:00,1,400.54,0.02,5.74,12.52,4.35,4.27,4.81,0.45
2022-09-29 19:00:00,1,350.48,0.02,4.54,12.34,3.99,3.28,3.64,0.37
2022-09-29 20:00:00,1,347.14,0.04,5.06,10.55,4.11,2.97,3.31,0.34
2022-09-29 21:00:00,1,373.84,0.08,5.91,8.67,4.35,2.86,3.17,0.31
2022-09-29 22:00:00,1,397.21,0.11,6.25,8.4,4.65,3.0,3.33,0.32
2022-09-29 23:00:00,1,410.56,0.26,6.51,9.57,5.07,3.58,4.09,0.46
2022-09-30 00:00:00,1,397.21,0.91,6.08,13.77,5.54,3.51,4.18,0.51
2022-09-30 01:00:00,1,347.14,0.67,5.57,20.38,5.6,2.6,3.17,0.46
2022-09-30 02:00:00,1,320.43,0.5,5.36,25.03,5.96,1.94,2.43,0.48
2022-09-30 03:00:00,1,317.1,0.38,5.27,30.04,6.5,1.57,1.99,0.48
2022-09-30 04:00:00,1,303.75,0.37,4.5,35.41,6.44,1.25,1.63,0.45
2022-09-30 05:00:00,1,293.73,0.28,3.94,37.55,6.02,1.12,1.48,0.45
2022-09-30 06:00:00,1,280.38,0.25,3.6,36.12,5.6,0.99,1.34,0.46
2022-09-30 07:00:00,1,287.06,0.42,4.03,36.48,6.44,1.07,1.47,0.55
2022-09-30 08:00:00,1,307.08,0.69,4.58,39.7,7.15,1.34,1.86,0.69
2022-09-30 09:00:00,1,340.46,0.92,5.48,38.98,7.09,1.61,2.21,0.78
2022-09-30 10:00:00,1,393.87,0.5,7.88,29.33,6.68,2.05,2.84,0.97
